"","group_id","user_id","time","type","module","correct","content"
"1034",10,"3094",1473270004,"chat",NA,NA,"I will ask for the two A responses"
"1035",10,"854",1473270009,"chat",NA,NA,"SELECT TOTAL NO OF BOXES COOKIES IN CLASS A AND TOTAL NO OF STUDENT IN CLASS A.....I WILL SELECT CLASS B"
"1036",10,"3094",1473270018,"chat",NA,NA,"ok"
"1037",10,"854",1473270025,"problem","092HD_COL_H1",1,"choice_3, choice_6"
"1038",10,"3094",1473270043,"problem","092HD_COL_H1",1,"choice_1, choice_5"
"1039",10,"3094",1473270064,"chat",NA,NA,"Total students in A = 10.  Total bxs of cookies was 40"
"1040",10,"854",1473270065,"chat",NA,NA,"Total studnet in class B - 15    total no of boxs of cookin class b  135"
"1041",10,"854",1473270121,"chat",NA,NA,"135+40= 175/(10+15) = 7  go for it"
"1042",10,"3094",1473270136,"chat",NA,NA,"avg boxes per  ... ok, nvm, i'll take your word for it."
"1043",10,"854",1473270154,"problem","092HD_COL_H2",1,"7"
"1044",10,"3094",1473270165,"chat",NA,NA,"is that for answer 1?"
"1045",10,"854",1473270179,"chat",NA,NA,"yes"
"1046",10,"3094",1473270185,"problem","092HD_COL_H2",1,"7"
"1047",10,"854",1473270193,"chat",NA,NA,"what is ur guess of question 2"
"1048",10,"3094",1473270203,"chat",NA,NA,"just a sec"
"1049",10,"3094",1473270265,"chat",NA,NA,"6.5?  pretty much a guess - just added 4 +9 divided by 2"
"1050",10,"854",1473270276,"chat",NA,NA,"ok"
"1051",10,"854",1473270284,"problem","092HD_COL_S",0,"6.5"
"1052",10,"3094",1473270288,"problem","092HD_COL_S",0,"6.5"
"1053",10,"854",1473270307,"chat",NA,NA,"it is not completed ...many more questions..?"
"1054",10,"3094",1473270328,"chat",NA,NA,"looks like 3 more problems"
"1055",10,"854",1473270336,"chat",NA,NA,"ok"
"1056",10,"3094",1473270358,"chat",NA,NA,"arghhhh ... I hate these graph ones!!!  "
"1057",10,"854",1473270367,"chat",NA,NA,"i will check"
"1058",10,"854",1473270407,"chat",NA,NA,"go for  45 "
"1059",10,"3094",1473270413,"chat",NA,NA,"ok"
"1060",10,"854",1473270418,"problem","075HD_COL_S",0,"45"
"1061",10,"3094",1473270420,"problem","075HD_COL_S",0,"45"
"1062",10,"3094",1473270470,"chat",NA,NA,"3 to the 5th is 241, right?"
"1063",10,"854",1473270471,"chat",NA,NA,"30.37"
"1064",10,"3094",1473270493,"chat",NA,NA,"then you divided by 8 to get your answer?"
"1065",10,"854",1473270514,"chat",NA,NA,"so what is the answer ...and i will go with u"
"1066",10,"3094",1473270531,"chat",NA,NA,"I think yours is right - 30.37"
"1067",10,"3094",1473270534,"problem","091HA_COL_S",0,"30.37"
"1068",10,"854",1473270550,"chat",NA,NA,"ok"
"1069",10,"854",1473270555,"problem","091HA_COL_S",0,"30.37"
"1070",10,"854",1473270618,"chat",NA,NA,"i think it is 68"
"1071",10,"3094",1473270635,"chat",NA,NA,"too tired to argue - i will go with your answer!"
"1072",10,"3094",1473270642,"problem","096HD_COL_J2",0,"68"
"1073",10,"854",1473270642,"chat",NA,NA,"ok"
"1074",10,"854",1473270647,"problem","096HD_COL_J1",0,"68"
"1075",10,"3094",1473270657,"chat",NA,NA,"thanks for your help - bye!"
"1076",10,"854",1473270682,"chat",NA,NA,"Nice to end the session and thanks for your help"
"1077",10,"854",1473270693,"chat",NA,NA,"bye bye"
"1078",12,"2019",1472762765,"chat",NA,NA,"Hello"
"1079",12,"2327",1472762766,"chat",NA,NA,"Hi"
"1080",12,"2019",1472762777,"chat",NA,NA,"You ready to start question 1?"
"1081",12,"2327",1472762788,"chat",NA,NA,"yep"
"1082",12,"2019",1472762817,"chat",NA,NA,"So I pick one value and you pick the other?"
"1083",12,"2327",1472762848,"chat",NA,NA,"yes"
"1084",12,"2019",1472762849,"chat",NA,NA,"Do you wanna pick value A and I'll pick Value C and then we can just subtract?"
"1085",12,"2327",1472762868,"chat",NA,NA,"yes that's what i had in mind"
"1086",12,"2019",1472762876,"chat",NA,NA,"Sweet"
"1087",12,"2327",1472762877,"problem","008EG_COL_H1",1,"choice_0"
"1088",12,"2019",1472762881,"problem","008EG_COL_H1",1,"choice_2"
"1089",12,"2019",1472762885,"chat",NA,NA,"C = 12"
"1090",12,"2327",1472762910,"problem","008EG_COL_H2",0,"35"
"1091",12,"2019",1472762917,"chat",NA,NA,"What was A?"
"1092",12,"2327",1472762941,"chat",NA,NA,"im on the next one."
"1093",12,"2019",1472762957,"chat",NA,NA,"...How did you do the first one?"
"1094",12,"2327",1472762989,"chat",NA,NA,"i subtracted from the hint. "
"1095",12,"2019",1472762999,"chat",NA,NA,"Right, but I have to put the answer in too :P"
"1096",12,"2019",1472763011,"chat",NA,NA,"So what was X?"
"1097",12,"2327",1472763022,"chat",NA,NA,"can't remember"
"1098",12,"2019",1472763036,"chat",NA,NA,"..."
"1099",12,"2019",1472763044,"chat",NA,NA,"Cool. :P"
"1100",12,"2327",1472763054,"chat",NA,NA,"which one are you on now?"
"1101",12,"2019",1472763059,"problem","008EG_COL_H2",0,"38"
"1102",12,"2019",1472763070,"chat",NA,NA,"Question 2"
"1103",12,"2019",1472763093,"problem","013EN_COL_S",1,"5"
"1104",12,"2327",1472763100,"chat",NA,NA,"this test isn't easy lol"
"1105",12,"2019",1472763115,"chat",NA,NA,"Indeed"
"1106",12,"2327",1472763143,"problem","013EN_COL_S",1,"5"
"1107",12,"2019",1472763145,"problem","015ED_COL_S",1,"3"
"1108",12,"2019",1472763162,"problem","018EA_COL_S",1,"16"
"1109",12,"2327",1472763172,"problem","015ED_COL_S",0,"4"
"1110",12,"2019",1472763192,"chat",NA,NA,"Are you on the x and y integers question yet?"
"1111",12,"2327",1472763205,"chat",NA,NA,"do you mean this one? If x = -4, the value of -4x is:"
"1112",12,"2019",1472763214,"chat",NA,NA,"No, it's after taht one."
"1113",12,"2327",1472763221,"chat",NA,NA,"no"
"1114",12,"2019",1472763221,"chat",NA,NA,"(that one's 16 btw)"
"1115",12,"2327",1472763229,"problem","018EA_COL_S",1,"16"
"1116",12,"2327",1472763246,"chat",NA,NA,"now i'm there"
"1117",12,"2019",1472763297,"chat",NA,NA,"So one of us needs to be even and the other odd, right?"
"1118",12,"2327",1472763306,"chat",NA,NA,"very tricky to me.."
"1119",12,"2327",1472763323,"problem","030EN_COL_M1",1,"Odd"
"1120",12,"2019",1472763344,"chat",NA,NA,"You have x, which is paired with 4 (even) so it doesn't matter what you pick, you'll be even"
"1121",12,"2019",1472763352,"chat",NA,NA,"So as long as I pick odd, it'll be odd."
"1122",12,"2019",1472763354,"chat",NA,NA,"Right?"
"1123",12,"2327",1472763364,"chat",NA,NA,"yes"
"1124",12,"2019",1472763366,"problem","030EN_COL_M2",1,"Odd"
"1125",12,"2019",1472763374,"chat",NA,NA,"Sweet"
"1126",12,"2327",1472763390,"problem","020EG_COL_S",0,"80"
"1127",12,"2019",1472763396,"problem","020EG_COL_S",0,"20"
"1128",12,"2327",1472763423,"problem","101AD_COL_J1",0,"2"
"1129",12,"2019",1472763437,"chat",NA,NA,"Are you on the equation with the possible value of x?"
"1130",12,"2327",1472763480,"chat",NA,NA,"no. i'm on the sister and brother height thing"
"1131",12,"2019",1472763500,"chat",NA,NA,"Haven't seen that one o.O"
"1132",12,"2019",1472763513,"chat",NA,NA,"Did you already pass X? It says I can't continue without the equation from you"
"1133",12,"2327",1472763529,"chat",NA,NA,"I put 2"
"1134",12,"2019",1472763563,"chat",NA,NA,"2 doesn't work for my equation :/"
"1135",12,"2019",1472763595,"problem","101AD_COL_J2",0,"2"
"1136",12,"2327",1472763601,"chat",NA,NA,"hmm.."
"1137",12,"2019",1472763626,"problem","035ED_COL_S",1,"71"
"1138",12,"2019",1472763657,"problem","040MM_COL_S",1,"6"
"1139",12,"2327",1472763664,"problem","035ED_COL_S",1,"71"
"1140",12,"2019",1472763674,"chat",NA,NA,"Okay, are you at the puppy one yet?"
"1141",12,"2327",1472763675,"chat",NA,NA,"where are uou now?"
"1142",12,"2327",1472763679,"chat",NA,NA,"you"
"1143",12,"2019",1472763693,"chat",NA,NA,"The one with puppies. We both have to choose a hint"
"1144",12,"2327",1472763700,"problem","040MM_COL_S",0,"9"
"1145",12,"2327",1472763710,"chat",NA,NA,"k"
"1146",12,"2327",1472763793,"problem","046MD_COL_H1",1,"choice_6"
"1147",12,"2327",1472763818,"chat",NA,NA,"hint request is n1=3"
"1148",12,"2019",1472763862,"chat",NA,NA,"Which one do I need to select?"
"1149",12,"2327",1472763892,"chat",NA,NA,"well i selected n1"
"1150",12,"2019",1472763895,"problem","046MD_COL_H1",1,"choice_5"
"1151",12,"2019",1472763901,"chat",NA,NA,"So I'll do n2?"
"1152",12,"2327",1472763904,"problem","046MD_COL_H2",1,"1"
"1153",12,"2019",1472763904,"chat",NA,NA,"That's 5."
"1154",12,"2327",1472763912,"chat",NA,NA,"k"
"1155",12,"2327",1472763976,"problem","042MN_COL_S",0,"10"
"1156",12,"2019",1472764015,"problem","046MD_COL_H2",1,"2/7"
"1157",12,"2327",1472764033,"problem","044MM_COL_S",0,"90"
"1158",12,"2327",1472764061,"problem","050MA_COL_S",0,"5"
"1159",12,"2019",1472764062,"problem","042MN_COL_S",0,"-999"
"1160",12,"2019",1472764088,"chat",NA,NA,"Ugh I hate math :P"
"1161",12,"2327",1472764096,"chat",NA,NA,"you and me both lol"
"1162",12,"2327",1472764127,"chat",NA,NA,"i'm on the slope question"
"1163",12,"2019",1472764137,"chat",NA,NA,"I'm still on the carpet question"
"1164",12,"2327",1472764156,"chat",NA,NA,"it says the intercept is chosen by my partner."
"1165",12,"2019",1472764163,"problem","044MM_COL_S",0,"68"
"1166",12,"2019",1472764170,"chat",NA,NA,"Okay I'll hurry"
"1167",12,"2019",1472764199,"chat",NA,NA,"Do you happen to remember the answer to the x+2y=1 and 2x-7=7?"
"1168",12,"2327",1472764201,"chat",NA,NA,"do worry"
"1169",12,"2327",1472764206,"chat",NA,NA,"don't"
"1170",12,"2019",1472764209,"chat",NA,NA,"*2x-y=7"
"1171",12,"2327",1472764235,"chat",NA,NA,"i had 5"
"1172",12,"2019",1472764238,"problem","050MA_COL_S",0,"5"
"1173",12,"2019",1472764252,"chat",NA,NA,"Okay, i'm here"
"1174",12,"2019",1472764300,"chat",NA,NA,"I'm... confused."
"1175",12,"2019",1472764329,"chat",NA,NA,"Do I just select -3 and you select -1?"
"1176",12,"2327",1472764332,"chat",NA,NA,"i think it's the question that sounds confusing "
"1177",12,"2019",1472764339,"chat",NA,NA,"Yeah."
"1178",12,"2019",1472764376,"chat",NA,NA,"What are you putting in?"
"1179",12,"2327",1472764383,"chat",NA,NA,"i used to understand integers in school but it's been over 10 years lol"
"1180",12,"2019",1472764390,"chat",NA,NA,"Truth"
"1181",12,"2019",1472764402,"chat",NA,NA,"I haven't done math in at least 6 myself so XD"
"1182",12,"2327",1472764405,"chat",NA,NA,"-1"
"1183",12,"2019",1472764414,"problem","063MG_COL_M2",1,"-3"
"1184",12,"2019",1472764423,"chat",NA,NA,"-3 it is :P"
"1185",12,"2327",1472764431,"problem","063MG_COL_M1",1,"-1"
"1186",12,"2327",1472764446,"chat",NA,NA,"well, on the the next.."
"1187",12,"2019",1472764457,"chat",NA,NA,"Holy fudge this person must own a lot of property..."
"1188",12,"2327",1472764499,"chat",NA,NA,"125"
"1189",12,"2019",1472764506,"chat",NA,NA,"Just got taht too :P"
"1190",12,"2019",1472764525,"problem","051MN_COL_S",1,"125000"
"1191",12,"2327",1472764528,"chat",NA,NA,"this type of math is necessary lol"
"1192",12,"2019",1472764532,"chat",NA,NA,"Well, plus the three zeros"
"1193",12,"2327",1472764552,"problem","051MN_COL_S",0,"125"
"1194",12,"2019",1472764555,"chat",NA,NA,"This next one is 70, right?"
"1195",12,"2019",1472764560,"problem","060MG_COL_S",0,"70"
"1196",12,"2327",1472764595,"chat",NA,NA,"i put the same as i eyeballed the length"
"1197",12,"2327",1472764610,"problem","060MG_COL_S",0,"70"
"1198",12,"2019",1472764654,"problem","065HD_COL_S",0,"27"
"1199",12,"2327",1472764663,"problem","065HD_COL_S",0,"28"
"1200",12,"2327",1472764690,"problem","082HG_COL_H1",1,"choice_3"
"1201",12,"2019",1472764699,"problem","082HG_COL_H1",1,"choice_1"
"1202",12,"2019",1472764711,"chat",NA,NA,"For the triangle I picked side B = 6."
"1203",12,"2327",1472764716,"chat",NA,NA,"are you on the triangle?"
"1204",12,"2019",1472764733,"chat",NA,NA,"Can you pick side C?"
"1205",12,"2327",1472764734,"chat",NA,NA,"i selected D"
"1206",12,"2019",1472764740,"chat",NA,NA,"Shoot :P"
"1207",12,"2327",1472764752,"chat",NA,NA,"k"
"1208",12,"2019",1472764769,"chat",NA,NA,"I'mma guess 9"
"1209",12,"2019",1472764772,"problem","082HG_COL_H2",1,"9"
"1210",12,"2327",1472764785,"chat",NA,NA,"10 for me"
"1211",12,"2327",1472764795,"problem","082HG_COL_H2",1,"10"
"1212",12,"2019",1472764821,"problem","074HG_COL_S",0,"18"
"1213",12,"2327",1472764866,"problem","074HG_COL_S",0,"8"
"1214",12,"2019",1472764885,"chat",NA,NA,"The answer to the semicircles should be 4.71"
"1215",12,"2019",1472764887,"problem","084HM_COL_S",1,"4.71"
"1216",12,"2327",1472764908,"problem","084HM_COL_S",1,"4.71"
"1217",12,"2327",1472764912,"chat",NA,NA,"k"
"1218",12,"2019",1472764979,"chat",NA,NA,"For the cookie one we add the total of both classes and divide by 2, yes? Meaning I get total number of boxes sold in A and you get B?"
"1219",12,"2327",1472765007,"chat",NA,NA,"yes. they want an average"
"1220",12,"2019",1472765017,"chat",NA,NA,"Oh wait"
"1221",12,"2019",1472765029,"chat",NA,NA,"We need total number of boxes and total number of students?"
"1222",12,"2327",1472765056,"chat",NA,NA,"we each choose 2 boxes"
"1223",12,"2019",1472765071,"chat",NA,NA,"So I chose total number of boxes for both classes"
"1224",12,"2019",1472765078,"chat",NA,NA,"Which was 40+135 = 175"
"1225",12,"2019",1472765086,"chat",NA,NA,"Now we need the two total number of students?"
"1226",12,"2327",1472765112,"problem","092HD_COL_H1",1,"choice_2, choice_3"
"1227",12,"2327",1472765119,"problem","092HD_COL_H2",0,"175"
"1228",12,"2327",1472765201,"problem","092HD_COL_S",0,"44"
"1229",12,"2019",1472765203,"problem","092HD_COL_S",0,"5.2"
"1230",12,"2019",1472765206,"problem","092HD_COL_H2",0,"87.4"
"1231",12,"2019",1472765209,"problem","092HD_COL_H1",1,"choice_1, choice_3"
"1232",12,"2019",1472765229,"problem","075HD_COL_S",0,"55"
"1233",12,"2019",1472765305,"problem","091HA_COL_S",0,"121.5"
"1234",12,"2327",1472765316,"problem","075HD_COL_S",0,"55"
"1235",12,"2019",1472765368,"chat",NA,NA,"Are you on the last question?"
"1236",12,"2327",1472765380,"chat",NA,NA,"second to last"
"1237",12,"2327",1472765439,"problem","091HA_COL_S",0,"37500"
"1238",12,"2019",1472765443,"problem","096HD_COL_J2",0,"60"
"1239",12,"2327",1472765449,"chat",NA,NA,"now i'am"
"1240",12,"2019",1472765463,"chat",NA,NA,"I just said 60 and threw up my hands in dismay :P"
"1241",12,"2327",1472765472,"chat",NA,NA,"Lmao"
"1242",12,"2019",1472765493,"chat",NA,NA,"Anyway, cheers. Nice doing math with you :P"
"1243",12,"2327",1472765502,"chat",NA,NA,"same here!"
"1244",12,"2327",1472765506,"chat",NA,NA,":)"
"1245",12,"2327",1472765510,"problem","096HD_COL_J1",0,"55"
"1246",12,"2327",1472765537,"chat",NA,NA,"hope we get our prize!"
"1247",12,"2019",NA,"chat",NA,NA,"My question was \  What is a possible value of x which satisfies both the equation below"
"1248",14,"4413",1468527427,"chat",NA,NA,"hello!"
"1249",14,"3929",1468527431,"chat",NA,NA,"hey"
"1250",14,"3929",1468527472,"chat",NA,NA,"lets do this"
"1251",14,"4413",1468527479,"chat",NA,NA,"ready"
"1252",14,"3929",1468527508,"chat",NA,NA,"what if I do one and you do the next so we can go quick."
"1253",14,"4413",1468527517,"chat",NA,NA,"I get 40% for this one"
"1254",14,"4413",1468527524,"chat",NA,NA,"that's cool"
"1255",14,"3929",1468527533,"chat",NA,NA,"okay"
"1256",14,"4413",1468527539,"problem","023ED_COL_J2",1,"40%"
"1257",14,"3929",1468527546,"problem","023ED_COL_J1",1,"0.4"
"1258",14,"4413",1468527555,"chat",NA,NA,"If you want to do the next, I'll do the one after?"
"1259",14,"3929",1468527586,"chat",NA,NA,"5 for the next one"
"1260",14,"4413",1468527603,"chat",NA,NA,"14 for the one after that"
"1261",14,"3929",1468527604,"problem","028ED_COL_S",1,"5"
"1262",14,"4413",1468527612,"problem","028ED_COL_S",1,"5"
"1263",14,"4413",1468527621,"problem","032EN_COL_S",1,"14"
"1264",14,"3929",1468527680,"problem","032EN_COL_S",1,"14"
"1265",14,"4413",1468527722,"chat",NA,NA,"14 for the skiing students, then 40 for n over 500 if I skip the next one"
"1266",14,"3929",1468527768,"problem","045MD_COL_J1",0,"60"
"1267",14,"3929",1468527776,"chat",NA,NA,"60 for the battery one"
"1268",14,"4413",1468527794,"problem","045MD_COL_J2",0,"60"
"1269",14,"3929",1468527795,"problem","034EN_COL_S",1,"40"
"1270",14,"4413",1468527838,"chat",NA,NA,"cool, so then 40 for n on the ratio after that"
"1271",14,"4413",1468527844,"problem","034EN_COL_S",1,"40"
"1272",14,"3929",1468527898,"chat",NA,NA,"we need to the other one together I think"
"1273",14,"4413",1468527918,"chat",NA,NA,"ok"
"1274",14,"3929",1468527945,"chat",NA,NA,"I need the value of MN from you"
"1275",14,"4413",1468528033,"chat",NA,NA,"18 I think for MN"
"1276",14,"3929",1468528061,"chat",NA,NA,"I think so as well"
"1277",14,"3929",1468528068,"problem","054MG_COL_M1",1,"18"
"1278",14,"4413",1468528078,"problem","054MG_COL_M2",1,"18"
"1279",14,"4413",1468528108,"chat",NA,NA,"next question on sequence is 1"
"1280",14,"3929",1468528146,"problem","036MA_COL_S",1,"19"
"1281",14,"3929",1468528158,"chat",NA,NA,"19 i think"
"1282",14,"4413",1468528190,"chat",NA,NA,"on the sequence? Ah, OK"
"1283",14,"3929",1468528213,"chat",NA,NA,"skip the next one"
"1284",14,"4413",1468528232,"chat",NA,NA,"skip the one on postage? OK"
"1285",14,"4413",1468528243,"chat",NA,NA,"The range on the student grades is 40"
"1286",14,"3929",1468528249,"problem","038MN_COL_S",1,"5"
"1287",14,"3929",1468528262,"chat",NA,NA,"5 ounces for the mail"
"1288",14,"3929",1468528271,"problem","039MD_COL_S",0,"40"
"1289",14,"4413",1468528280,"problem","038MN_COL_S",1,"5"
"1290",14,"4413",1468528293,"problem","036MA_COL_S",1,"19"
"1291",14,"3929",1468528315,"chat",NA,NA,"1024 for the volume"
"1292",14,"3929",1468528333,"problem","043MM_COL_S",1,"1024"
"1293",14,"4413",1468528343,"problem","043MM_COL_S",1,"1024"
"1294",14,"4413",1468528354,"problem","039MD_COL_S",0,"40"
"1295",14,"3929",1468528426,"chat",NA,NA,"0.125 for probability"
"1296",14,"4413",1468528466,"chat",NA,NA,"check value of x, value of y for the triangle/ladder..."
"1297",14,"3929",1468528506,"chat",NA,NA,"value of x or y"
"1298",14,"4413",1468528512,"chat",NA,NA,"sorry, if you select y and tell me what that is, I've selected x"
"1299",14,"3929",1468528519,"problem","078HM_COL_H1",1,"choice_1"
"1300",14,"4413",1468528521,"chat",NA,NA,"and I can then figure H"
"1301",14,"3929",1468528527,"chat",NA,NA,"214.23"
"1302",14,"4413",1468528544,"problem","078HM_COL_H1",1,"choice_0"
"1303",14,"4413",1468528561,"chat",NA,NA,"76.78"
"1304",14,"4413",1468528569,"chat",NA,NA,"h=76.78"
"1305",14,"3929",1468528575,"problem","078HM_COL_H2",1,"76.78"
"1306",14,"4413",1468528587,"problem","078HM_COL_H2",1,"76.78"
"1307",14,"3929",1468528596,"chat",NA,NA,"cool"
"1308",14,"3929",1468528609,"chat",NA,NA,"im doing the postal one"
"1309",14,"4413",1468528616,"chat",NA,NA,"ok"
"1310",14,"3929",1468528652,"chat",NA,NA,"1.41 for the postal"
"1311",14,"3929",1468528654,"problem","069HN_COL_S",0,"1.41"
"1312",14,"4413",1468528663,"chat",NA,NA,"1/9 for the coin flip"
"1313",14,"3929",1468528693,"chat",NA,NA,"500 for the number of bacteria"
"1314",14,"3929",1468528710,"problem","073HA_COL_S",1,"500"
"1315",14,"4413",1468528712,"chat",NA,NA,"the one before that we have to do together I think"
"1316",14,"4413",1468528722,"problem","058MD_COL_S",0,"1/9"
"1317",14,"3929",1468528727,"chat",NA,NA,"ok"
"1318",14,"4413",1468528734,"problem","069HN_COL_S",0,"1.41"
"1319",14,"4413",1468528760,"chat",NA,NA,"nope, nevermind"
"1320",14,"4413",1468528763,"chat",NA,NA,"I can figure it"
"1321",14,"4413",1468528821,"chat",NA,NA,"ah, no, we need to know how big one another's attics are"
"1322",14,"3929",1468528824,"chat",NA,NA,"did you do the coin flip porbability?"
"1323",14,"4413",1468528837,"chat",NA,NA,"coin flip is 1/9"
"1324",14,"3929",1468528858,"chat",NA,NA,"okay. I had something different but we will use yours."
"1325",14,"3929",1468528870,"problem","058MD_COL_S",0,"0.111 "
"1326",14,"4413",1468528888,"chat",NA,NA,"we can use yours on the coin flip. probabilities aren't my strongest math suit"
"1327",14,"3929",1468528901,"chat",NA,NA,"mine is 20 by 42 feet"
"1328",14,"3929",1468528963,"chat",NA,NA,"dont worry about it I already changed to yours."
"1329",14,"4413",1468528973,"chat",NA,NA,"so yours is 840, mins is 25x35 so 835 sq feet"
"1330",14,"3929",1468528978,"chat",NA,NA,"13.125 on my attic"
"1331",14,"4413",1468529009,"chat",NA,NA,"13.04 on mine"
"1332",14,"3929",1468529024,"chat",NA,NA,"bacteria is 500"
"1333",14,"4413",1468529028,"chat",NA,NA,"but if it's rolls, then we have to round up to cover"
"1334",14,"3929",1468529037,"chat",NA,NA,"okay"
"1335",14,"4413",1468529070,"chat",NA,NA,"So 14 individually, 27 together"
"1336",14,"3929",1468529077,"chat",NA,NA,"14 on mine and 27 on both"
"1337",14,"3929",1468529086,"problem","102EM_COL_J1",1,"27,  14"
"1338",14,"4413",1468529094,"problem","102EM_COL_J2",1,"14,  27"
"1339",14,"4413",1468529122,"chat",NA,NA,"confirming 500 on bacteria"
"1340",14,"4413",1468529125,"problem","073HA_COL_S",1,"500"
"1341",14,"3929",1468529148,"chat",NA,NA,"yes"
"1342",14,"3929",1468529228,"chat",NA,NA,"im saying AB is 20"
"1343",14,"4413",1468529237,"chat",NA,NA,"next one, I'll pick CG, if you can pick EF"
"1344",14,"4413",1468529257,"chat",NA,NA,"then it's the pythagorean for GD which is equal to AB"
"1345",14,"3929",1468529265,"problem","083HG_COL_H1",1,"choice_4"
"1346",14,"3929",1468529288,"chat",NA,NA,"you are right. I messed it up already picked Ag for the hint"
"1347",14,"4413",1468529307,"chat",NA,NA,"OK, no worries. I'll pick CG and then list 20 as the answer"
"1348",14,"4413",1468529322,"problem","083HG_COL_H1",1,"choice_2"
"1349",14,"3929",1468529322,"chat",NA,NA,"cool. skip the next one"
"1350",14,"4413",1468529332,"problem","083HG_COL_H2",0,"20"
"1351",14,"4413",1468529344,"chat",NA,NA,"cool, I got the one after that"
"1352",14,"3929",1468529452,"problem","076HA_COL_S",0,"7"
"1353",14,"3929",1468529457,"chat",NA,NA,"x is 7"
"1354",14,"4413",1468529466,"chat",NA,NA,"29 is answer for math problem starting with 3 to third power"
"1355",14,"3929",1468529475,"problem","080HA_COL_S",1,"29"
"1356",14,"4413",1468529480,"problem","076HA_COL_S",0,"7"
"1357",14,"4413",1468529502,"problem","080HA_COL_S",1,"29"
"1358",14,"3929",1468529521,"chat",NA,NA,"dont know how to do the next one f(g(1))"
"1359",14,"4413",1468529528,"chat",NA,NA,"the graph problem I have no idea"
"1360",14,"3929",1468529536,"chat",NA,NA,"we can guess"
"1361",14,"4413",1468529541,"chat",NA,NA,"yep"
"1362",14,"4413",1468529548,"chat",NA,NA,"as long as it's the same, it's all good"
"1363",14,"3929",1468529564,"chat",NA,NA,"I think it might be the slope"
"1364",14,"4413",1468529583,"chat",NA,NA,"i still got nothing."
"1365",14,"3929",1468529599,"problem","089HA_COL_J1",0,"0.5"
"1366",14,"3929",1468529603,"chat",NA,NA,"0.5"
"1367",14,"4413",1468529651,"chat",NA,NA,"ticket increase is 18"
"1368",14,"3929",1468529664,"chat",NA,NA,"got it skip the next one"
"1369",14,"3929",1468529667,"problem","087HA_COL_S",0,"18"
"1370",14,"4413",1468529670,"problem","089HA_COL_J2",0,"0.5"
"1371",14,"4413",1468529681,"problem","087HA_COL_S",0,"18"
"1372",14,"3929",1468529750,"chat",NA,NA,"remainder is 4"
"1373",14,"3929",1468529751,"problem","090HN_COL_S",0,"4"
"1374",14,"4413",1468529761,"chat",NA,NA,"ok. working on pie problem"
"1375",14,"3929",1468529764,"chat",NA,NA,"remainder is 4"
"1376",14,"4413",1468529775,"problem","090HN_COL_S",0,"4"
"1377",14,"4413",1468529894,"chat",NA,NA,"1/12 for the pie"
"1378",14,"3929",1468529919,"problem","095HN_COL_S",1,"0.083"
"1379",14,"4413",1468529947,"chat",NA,NA,"for the triangle, I think we can make it a very easy 3,4,5 pythagorean"
"1380",14,"3929",1468529949,"chat",NA,NA,"for the next one let us choose values for AB and BC that make sense"
"1381",14,"3929",1468529967,"chat",NA,NA,"okay"
"1382",14,"3929",1468529976,"problem","094HA_COL_M1",1,"5"
"1383",14,"4413",1468530000,"chat",NA,NA,"if you choose AB as 5, then I can choose BC as 3"
"1384",14,"3929",1468530026,"chat",NA,NA,"okay"
"1385",14,"4413",1468530031,"problem","094HA_COL_M2",1,"3"
"1386",14,"3929",1468530036,"chat",NA,NA,"for the last one I think it is 0"
"1387",14,"4413",1468530042,"problem","095HN_COL_S",1,"1/12"
"1388",14,"4413",1468530064,"chat",NA,NA,"i agree. seems like the right distribution in the middle"
"1389",14,"3929",1468530071,"problem","097HD_COL_S",0,"0"
"1390",14,"4413",1468530078,"chat",NA,NA,"good working with you!"
"1391",14,"4413",1468530080,"problem","097HD_COL_S",0,"0"
"1392",14,"3929",1468530083,"chat",NA,NA,"sweet I think we are done"
"1393",14,"3929",1468530097,"chat",NA,NA,"Have a good one. It was a pleasure"
"1394",14,"4413",1468530099,"chat",NA,NA,"Take care, good luck!"
"1395",16,"1667",1471376750,"chat",NA,NA,"Hello o/"
"1396",16,"314",1471376784,"chat",NA,NA,"Hi"
"1397",16,"1667",1471376791,"chat",NA,NA,"Ready to start?"
"1398",16,"314",1471376799,"chat",NA,NA,"Yes Please :)"
"1399",16,"314",1471376823,"chat",NA,NA,"Lets check the 1st question having circles as 1, 2 , 6, 7"
"1400",16,"314",1471376846,"chat",NA,NA,"Ans is 0.5 ?"
"1401",16,"314",1471376852,"chat",NA,NA,"Are you okay with it ?"
"1402",16,"1667",1471376858,"chat",NA,NA,"I'm not seeing that as my first question"
"1403",16,"1667",1471376894,"chat",NA,NA,"Oh wait, I think we may see different sets of chips"
"1404",16,"314",1471376903,"chat",NA,NA,"oh ya "
"1405",16,"1667",1471376909,"chat",NA,NA,"I'm looking at five chips, three of which are even numbered"
"1406",16,"314",1471376910,"chat",NA,NA,"Ans is 0.5 as per me "
"1407",16,"314",1471376924,"chat",NA,NA,"I have 4 chips 2 are even numbered "
"1408",16,"1667",1471376944,"chat",NA,NA,"Say 5/9?"
"1409",16,"314",1471376946,"chat",NA,NA,"oh so my chips and yours will get mix up "
"1410",16,"314",1471376952,"chat",NA,NA,"so 5/9 "
"1411",16,"314",1471376954,"chat",NA,NA,"yup "
"1412",16,"1667",1471376960,"chat",NA,NA,"This is a clever test, I dig it"
